date,return_xm,ma_gap,rsi_14,vol_ratio,phone_pos,phone_neg,car_pos,car_neg,iot_pos,iot_neg,return_hsi
2024-01-22,-0.024590163934426146,-0.08765118709870101,20.512820512820554,0.6012157548505288,0,0,0,0,0,0,-0.0227002614689803
2024-01-23,0.01680672268907557,-0.08749717386389326,28.08988764044946,0.4568116930157242,0,0,0,0,0,0,0.026247517126758213
2024-01-24,0.036363636363636376,-0.07412184204536848,33.67875647668393,0.05709442883268656,0,0,0,0,0,0,0.035569687753046475
2024-01-25,0.0031897926634769647,-0.060949464012251105,35.449735449735456,0.927913086067946,0,0,0,0,0,0,0.019624671014990325
2024-01-26,-0.03338632750397452,-0.05183351384805804,37.01657458563537,0.9798403838169488,0,0,0,0,0,0,-0.016029777603202233
2024-01-29,0.0032894736842103978,-0.03998752825629433,37.01657458563535,0.5568971465181608,0,0,0,0,0,0,0.0078318062578413
2024-01-30,-0.02950819672131144,-0.0351663913146096,35.63829787234043,0.6616654973285121,0,0,0,0,0,0,-0.02323739107472933
2024-01-31,-0.0523648648648648,-0.046786877432679355,23.999999999999986,0.440680124816914,0,0,0,0,0,0,-0.013903371567605127
2024-02-01,0.01426024955436711,-0.0567853705486043,28.71794871794873,0.007658922644881287,0,0,0,0,0,0,0.005228527787568993
2024-02-02,-0.01405975395430581,-0.06261644390441486,27.227722772277204,0.6374352897149629,0,0,0,0,0,0,-0.002084429119669662
2024-02-05,-0.0017825311942960553,-0.07167346938775511,30.054644808743134,0.8038264797714741,0,0,0,0,0,0,-0.00152266427204939
2024-02-06,0.06071428571428594,-0.06621810125543601,47.593582887700535,0.20077220077220076,0,0,0,0,0,0,0.0404121373269728
2024-02-07,-0.015151515151515249,-0.05360382648853705,42.16216216216216,0.09494163424124513,0,0,0,0,0,0,-0.003401296626890926
2024-02-08,-0.008547008547008517,-0.04326883149240103,41.935483870967744,1.1641399962567847,0,0,0,0,0,0,-0.012671116642154034
2024-02-09,-0.01724137931034475,-0.03369846977171993,43.0939226519337,0.06510416666666667,0,0,0,0,0,0,-0.008288453458615064
2024-02-14,0.021052631578947434,-0.020524899057873466,43.71584699453554,0.1411355987406362,0,0,0,0,0,0,0.008434755815744932
2024-02-15,0.010309278350515427,-0.018829688423541244,38.32335329341319,0.061155152887882216,0,0,0,0,0,0,0.0041057174502538984
2024-02-16,0.056122448979591955,-0.008178062557963182,47.97979797979797,1.275214467887781,0,0,0,0,0,0,0.024799832639166297
2024-02-19,-0.03703703703703698,-0.0007598142676234986,47.50000000000001,1.870326972436112,0,0,0,0,0,0,-0.011283288484736032
2024-02-20,-0.006688963210702337,0.008707413982585151,46.039603960396065,1.0010168342560162,0,0,0,0,0,0,0.005687257165380988
2024-02-21,0.03703703703703698,0.018396624472573987,55.8252427184466,1.45757299270073,0,0,0,0,0,0,0.015733482642777075
2024-02-22,0.0016233766233766378,0.027145506659922523,65.90909090909089,0.5757432751297782,0,0,0,0,0,0,0.014534296161549332
2024-02-23,-0.00972447325769843,0.025156170859361813,62.06896551724138,0.09700697977049569,0,0,0,0,0,0,-0.0010323468685478066
2024-02-26,-0.014729950900163824,0.02885184871816576,61.714285714285694,0.17388978063135366,0,0,0,0,0,0,-0.005439019526080058
2024-02-27,0.031561461794020085,0.03684922244759957,65.80310880829016,2.073784237003913,0,0,0,0,0,0,0.00938804528136794
2024-02-28,-0.027375201288244777,0.03331642144427534,52.840909090909086,0.2989089822149156,0,0,0,0,0,0,-0.015134002745069708
