date,return_xm,ma_gap,rsi_14,vol_ratio,phone_pos,phone_neg,car_pos,car_neg,iot_pos,iot_neg,return_hsi
2024-02-29,0.011589403973510048,0.029632756437315395,57.47126436781612,0.30140982012639767,0,0,0,0,0,0,-0.0015403234679283173
2024-03-01,0.004909983633387682,0.026054799125903704,59.883720930232556,1.7254901960784315,0,0,0,0,0,0,0.004738292011019274
2024-03-04,-0.0016286644951140072,0.025958800870875792,63.190184049079754,0.17123287671232876,0,0,0,0,0,0,0.00038385610879587695
2024-03-05,-0.04567699836867867,0.011866956376399904,50.837988826815625,3.430012610340479,0,0,0,0,0,0,-0.025891209413656413
2024-03-06,0.030769230769230882,0.007910733616454231,53.926701570680635,0.1669955973887961,0,0,0,0,0,0,0.0170505702280912
2024-03-07,-0.021558872305140975,0.00124947938359007,40.93567251461989,0.2331288343558282,0,0,0,0,0,0,-0.00938750668560151
2024-03-08,0.023728813559321882,-0.003659347970725109,51.85185185185185,0.12309586090167718,0,0,0,0,0,0,0.007856717307119343
2024-03-11,0.019867549668874274,-0.005638474295190534,56.47058823529411,0.178752107925801,0,0,0,0,0,0,0.014316326153618775
2024-03-12,0.1120129870129869,0.017823408624229875,65.89861751152073,2.3141486810551557,0,0,0,0,0,0,0.030650712997869256
2024-03-13,0.0,0.035999348428082764,65.74074074074073,0.8186964726375381,0,0,0,0,0,0,-0.00014136273678255762
2024-03-14,-0.010218978102189746,0.05692108667529113,65.43778801843318,0.41946069339420744,0,0,0,0,0,0,-0.007051463311183337
2024-03-15,-0.019174041297935096,0.07283274250725089,64.2533936651584,1.1855519953393534,0,0,0,0,0,0,-0.014185280768888475
2024-03-18,0.03759398496240607,0.08861164427383242,65.19823788546256,0.2974342212779866,0,0,0,0,0,0,0.0009749404203076573
2024-03-19,-0.005797101449275366,0.08097808828199425,69.15887850467291,0.8405063291139241,0,0,0,0,0,0,-0.012409364741531648
2024-03-20,-0.0276967930029155,0.07092591128330832,62.38938053097345,0.407709414381023,0,0,0,0,0,0,0.0008401212696789173
2024-03-21,0.02398800599700146,0.06693935341776128,64.43514644351465,2.5118805159538358,0,0,0,0,0,0,0.019343065693430583
2024-03-22,0.008784773060029227,0.06793839418341019,65.57377049180327,0.3855179349648005,0,0,0,0,0,0,-0.02150017901897605
2024-03-25,-0.004354136429608024,0.059728155339805834,73.05936073059364,0.5824284304047384,0,0,0,0,0,0,-0.001555096141532042
2024-03-26,0.03352769679300294,0.059631258196405135,73.6607142857143,0.6666666666666666,0,0,0,0,0,0,0.008777073331623031
2024-03-27,-0.0338504936530325,0.05857099049371367,70.2127659574468,1.8880534670008353,0,0,0,0,0,0,-0.013568742847801185
2024-03-28,0.01167883211678844,0.055005332927014906,69.43231441048036,2.367200359120156,0,0,0,0,0,0,0.00905977240083966
2024-04-02,0.08802308802308811,0.06347052615709323,74.8201438848921,6.73372269089336,0,0,1,0,0,0,0.023577502828570296
2024-04-03,-0.04244031830238726,0.06557009345794385,57.67634854771785,2.6240665469326023,0,0,0,0,0,0,-0.011713317881975382
2024-04-05,-0.006925207756232621,0.05752572740060717,56.50406504065042,0.5286710375689457,0,0,0,1,0,0,3.607959157903018e-05
2024-04-08,-0.002789400278939924,0.05764006167853735,57.67634854771785,0.31523642732049034,0,0,0,0,0,0,0.0005231352033914227
2024-04-09,0.03356643356643341,0.05955839628123173,64.68253968253968,0.3388792487496172,0,0,0,0,0,0,0.005697389297562472
2024-04-10,0.0027063599458727605,0.04537935994246675,61.1353711790393,0.5695509309967142,0,0,1,0,0,0,0.01848332735747582
2024-04-11,0.005398110661268607,0.04232578024796917,62.882096069869,0.6676342525399129,1,0,1,1,1,0,-0.0025699248384996043
2024-04-12,0.028187919463087185,0.05023025150549071,71.42857142857144,0.4697232717247013,0,0,1,0,0,0,-0.021847701402982422
2024-04-15,-0.0013054830287205776,0.05840084536808753,68.98148148148151,0.314602090448101,1,0,1,0,0,0,-0.007252782939722535
2024-04-16,-0.0326797385620915,0.05407869818334859,60.85106382978726,1.8742857142857143,0,0,1,0,0,0,-0.021172194457064974
2024-04-17,0.020270270270270174,0.051369624311702805,63.967611336032384,0.17871170463472114,1,0,1,0,0,0,0.00018566654288898476
2024-04-18,0.005298013245033095,0.050221975582685915,60.96491228070176,0.08091572922834024,1,0,0,0,0,0,0.008242064228698665
2024-04-19,-0.03425559947299073,0.03768236188895803,60.43478260869566,1.7989320567114713,0,0,0,0,0,0,-0.00986854218065325
2024-04-22,-0.004092769440654842,0.023543990086741053,58.222222222222236,0.9040049729153716,0,0,1,0,0,0,0.017721001152887883
2024-04-23,0.026027397260274032,0.0213815789473685,48.633879781420774,0.9695215700461246,0,0,1,0,0,0,0.01922128227147324
2024-04-24,0.028037383177569986,0.01983234512369661,63.95348837209305,2.575045783899992,0,0,1,0,0,0,0.022121434845741472
2024-04-25,0.0025974025974024872,0.017413103868825778,66.27218934911244,1.1206830830220325,1,0,1,0,1,0,0.0048406615570795175
2024-04-26,0.04015544041450769,0.029825624452972443,72.22222222222221,0.5548037889039242,1,0,0,0,1,0,0.021206779187684432
2024-04-29,0.0037359900373601374,0.04180579671430488,68.9265536723164,0.6354998099581908,1,0,1,0,1,0,0.005435154166951506
2024-04-30,0.0,0.04911513223304842,68.57142857142858,0.38394415357766143,1,0,0,0,0,0,0.0009009621595892359
2024-05-02,0.012406947890818865,0.0569674565977952,69.61325966850829,0.2414403163700697,0,0,1,0,0,0,0.0250004245996025
2024-05-03,0.023284313725490113,0.06565325645393781,69.27374301675977,0.48427299703264093,0,0,0,1,0,0,0.01476363274842174
2024-05-06,-0.004790419161676551,0.0650364203954212,68.13186813186815,0.3605335897127749,0,0,1,0,0,0,0.005535416870774856
2024-05-07,-0.002406738868832914,0.06313750806972239,77.98742138364776,0.07561897792413709,0,0,0,0,0,0,-0.0053263181825563555
2024-05-08,0.06755126658624855,0.07342031210028138,82.49999999999999,0.706136663864537,0,0,0,0,0,0,-0.008864871924640472
2024-05-09,0.002259887005649608,0.08148523634520326,82.3232323232323,0.9342027267338471,0,0,0,1,0,0,0.015269313127985518
2024-05-10,0.013528748590755368,0.08709839357429718,95.10869565217388,0.8814841072905589,0,0,0,0,0,0,0.022956990119570975
2024-05-13,-0.0011123470522802492,0.09484690067214321,96.15384615384615,0.402285170197572,0,0,1,0,0,0,0.008120281672270524
2024-05-14,0.03229398663697092,0.10807147258163902,96.35416666666666,0.7220469681037505,0,0,0,0,0,0,-0.0019035932288716806
2024-05-16,-0.007551240560949357,0.10444850700792191,92.13483146067412,2.910321489001692,1,0,0,0,0,0,0.0159986129281402
2024-05-17,0.004347826086956719,0.10211713613607562,92.2222222222222,0.17847057494634588,0,0,0,0,0,0,0.009975487914611003
2024-05-20,-0.0043290043290044045,0.09653524492234167,88.23529411764699,2.6432932834350993,0,0,0,0,0,0,0.0042242054653538474
2024-05-21,-0.030434782608695587,0.08479791703651125,74.15730337078648,0.7387973554412846,0,0,0,0,0,0,-0.021032183064121357
2024-05-22,0.010089686098654793,0.06783831282952535,75.40106951871654,2.1598101265822787,0,0,1,0,0,0,-0.001078108154560109
2024-05-23,-0.025527192008879096,0.05006105006104989,65.49999999999997,1.3096516053479068,0,0,0,0,0,0,-0.01689294875805547
2024-05-24,-0.038724373576309756,0.02703641521449654,52.09302325581394,2.0768431983385254,0,0,0,0,0,0,-0.01363520651689687
2024-05-27,0.013033175355450455,0.0071445033417837514,55.4054054054054,2.387882387882388,1,0,0,0,0,0,0.012097749818533732
2024-05-28,-0.01520467836257322,-0.006611095142282176,52.78969957081547,0.08186655751125665,1,0,0,0,0,0,0.00033468802295000266
2024-05-29,-0.019002375296912177,-0.024978466838932088,34.71502590673579,0.35286704473850034,0,0,1,0,0,0,-0.017174903610234882
2024-05-30,-0.004842615012106477,-0.03872411221387188,33.333333333333385,0.690803162713275,1,0,0,0,1,0,-0.01334133056672282
2024-05-31,-0.014598540145985495,-0.04619799139167841,27.179487179487197,0.4044572843582336,1,0,0,0,1,0,-0.008050603795284661
2024-06-03,0.023456790123456805,-0.05183994488776636,33.80281690140845,0.30104847918613103,0,0,1,0,0,0,0.01788819875776393
2024-06-04,-0.004825090470446214,-0.055418365588927807,22.87234042553196,0.650887573964497,0,0,1,0,0,0,0.002359450004068009
2024-06-05,-0.0060606060606061,-0.056308894507009905,23.118279569892522,0.16040609137055836,0,0,0,0,0,0,-0.0005194805194804752
2024-06-06,0.018292682926829285,-0.050593523107064664,27.41116751269037,0.029258098223615466,0,0,0,0,0,0,0.004287941787941785
2024-06-07,-0.03832335329341319,-0.04759698899826284,24.000000000000014,3.0825958702064895,0,0,0,0,0,0,-0.004819510932850268
2024-06-11,0.0024906600249068322,-0.0479739170936191,28.140703517587994,0.2600584189201922,0,0,1,0,0,0,-0.009880716351935548
2024-06-12,-0.012422360248447228,-0.049259064019211686,23.50000000000007,0.8226221079691517,0,0,1,0,0,0,-0.010996947116173716
2024-06-13,0.026415094339622636,-0.043980662657705394,34.343434343434396,0.6703196347031963,1,0,0,0,1,0,0.010687732342007372
2024-06-14,-0.011029411764705843,-0.04421627396284631,39.30635838150294,0.020682523267838676,0,0,0,0,0,0,-0.009293924466338255
2024-06-17,-0.0012391573729862992,-0.036758113681190516,34.96932515337426,,0,0,1,0,0,0,-0.00011602081744954695
2024-06-18,0.003722084367245637,-0.029362214199759304,39.21568627450981,0.5610588235294117,0,0,0,0,0,0,-0.0006796293533575248
2024-06-19,0.06180469715698389,-0.011997347320190609,58.8235294117647,2.3607050730868444,0,0,0,0,1,0,0.028762896858308684
2024-06-20,0.0034924330616996624,0.00145032632342304,60.75268817204297,0.1696838040067584,1,0,1,0,1,0,-0.0051596259271202705
2024-06-21,-0.015081206496519561,0.013378533809552643,60.42780748663103,0.2559917087705661,1,0,0,0,1,0,-0.016726094003241543
2024-06-24,-0.010600706713780883,0.021858916136845336,53.107344632768395,1.8918520503886358,0,0,0,0,0,0,-4.9449462649175935e-05
2024-06-25,-0.017857142857142905,0.027600849256899887,50.0,1.855329583153036,0,0,0,0,0,0,0.002653919063710486
2024-06-26,0.00848484848484854,0.021669195751138046,53.15789473684213,1.2176510522742703,0,0,0,0,0,0,0.001002860618814383
2024-06-27,-0.07091346153846156,0.003288271830471227,36.75213675213677,4.131782102859628,1,0,0,0,1,0,-0.019380163253239657
2024-06-28,-0.002587322121604174,-0.01264431006047283,42.156862745098046,0.10444245007852815,0,0,0,0,0,0,0.0001172391846853138
2024-07-02,0.0077821011673151474,-0.026074182886522225,43.26923076923073,0.2367467149977345,0,0,0,0,0,0,0.0032488193723414494
2024-07-03,0.0205920205920207,-0.031775242301558024,49.53271028037382,2.3103692463328276,0,0,0,0,0,0,0.012886425852974615
2024-07-04,-0.003783102143757766,-0.04001967172803835,43.367346938775505,2.1615712432833054,0,0,0,0,0,0,0.007036914963744145
2024-07-05,-0.017721518987341867,-0.03667632373790291,42.28855721393032,0.3190493668563039,0,0,0,0,0,0,-0.012682671379711019
2024-07-08,-0.012886597938144284,-0.0337996780983039,40.47619047619046,0.27695789950203714,0,0,1,0,0,0,-0.010707418948485037
2024-07-09,-0.0013054830287205776,-0.034499875899727035,39.42307692307693,0.19064216307562315,0,0,0,0,0,0,-5.026304325972397e-05
2024-07-10,-0.016993464052287632,-0.041523999252941424,18.71345029239764,0.11134789557805008,0,0,0,0,0,0,-0.00294891342593373
2024-07-11,0.03590425531914909,-0.043310276064061834,28.717948717948744,0.0572289156626506,0,0,0,0,0,0,0.0206530324163543
2024-07-12,0.007702182284980763,-0.03921078921078911,32.978723404255305,0.45304871125241286,0,0,0,0,0,0,0.025898972602739656
2024-07-15,-0.02420382165605084,-0.036744913928012504,31.313131313131308,0.13723056088477598,0,0,0,0,0,0,-0.014973759809979281
2024-07-16,-0.005221932114882533,-0.034837737744021186,33.155080213903744,0.3612588652482269,0,0,0,0,0,0,-0.015983446298227344
2024-07-17,0.03149606299212593,-0.024893135529293484,38.72549019607843,0.7715068493150685,1,0,0,0,1,0,0.0006457488202664674
2024-07-18,-0.0012722646310433516,-0.018820260199570435,54.109589041095866,0.169217369665298,0,0,0,0,0,0,0.0022007479233543403
2024-07-19,-0.017834394904458595,-0.016705837515086062,50.0,0.3212652909922155,0,0,0,0,0,0,-0.02029157792197067
2024-07-22,0.045395590142671916,-0.003821656050955333,57.75401069518718,0.4119161456417801,0,0,1,0,0,0,0.01252148707405043
2024-07-23,-0.016129032258064613,0.007091292404011824,50.0,0.08327736736064473,0,0,0,0,0,0,-0.009437259699405787
2024-07-24,-0.030264817150063017,0.006347374495095108,44.87804878048781,2.911248579724782,0,0,1,0,0,0,-0.009073495312027391
2024-07-25,-0.024707412223667125,0.002642603931679044,43.80952380952382,1.4332003988035893,0,0,0,0,0,0,-0.017668803201410843
2024-07-26,0.014666666666666606,0.000838547377926961,48.81516587677726,0.784688995215311,1,0,0,0,1,0,0.0009493889387557353
2024-07-29,0.03153745072273306,-0.005477862988979884,54.27350427350426,0.9784436630484635,0,0,0,0,0,0,0.012761481021608345
2024-07-30,-0.03566878980891708,-0.013486481254436545,51.00401606425704,0.4677296886864085,0,0,0,0,1,0,-0.013656410169087474
2024-07-31,0.03038309114927329,-0.009816584861792885,50.20408163265306,0.41120815138282385,0,0,0,0,0,0,0.02038843331894702
2024-08-01,-0.01025641025641022,-0.0029742661321609434,47.368421052631575,0.06539000467071462,0,0,0,0,0,0,-0.0022332758095624516
2024-08-02,-0.04533678756476678,-0.006676605950606064,44.48669201520912,3.846305418719212,0,0,1,0,0,0,-0.020771865567877357
2024-08-05,-0.016282225237449155,-0.01962823345898878,43.17343173431734,0.5386138613861386,0,0,0,0,0,0,-0.014580339053490099
2024-08-06,0.0027586206896550447,-0.02501954652071956,38.15261044176706,0.06437336552001609,0,0,0,0,0,0,-0.0030576203279034653
2024-08-07,0.008253094910591452,-0.03607541261660898,39.763779527559066,0.21332260012074863,0,0,0,0,0,0,0.013836744046674676
2024-08-08,-0.00545702592087316,-0.044178283919104576,41.393442622950815,2.042151162790698,0,0,0,0,0,0,0.0008345213672242835
2024-08-09,0.03566529492455417,-0.03757623450718094,39.14893617021275,5.237032905744562,1,0,0,0,1,0,0.011743042768300738
2024-08-12,0.003973509933774766,-0.028410209303851325,42.22222222222222,0.022484541877459248,0,0,0,0,0,0,0.0012533910236598444
2024-08-13,0.02506596306068598,-0.016255899318300952,51.8181818181818,1.069970051728832,0,0,0,0,0,0,0.003841207236560118
2024-08-14,-0.0038610038610037423,-0.004723169771713407,55.882352941176485,0.2958163121566418,0,0,0,0,0,0,-0.0035190215070295405
2024-08-15,0.023255813953488413,0.011343518457806165,57.345971563981045,0.32736429770565195,0,0,0,0,0,0,0.0007371470694117477
2024-08-16,0.005050505050504972,0.02042419481539666,52.87958115183247,0.529893189069219,0,0,1,0,0,0,0.01877483897492116
2024-08-19,0.015075376884422065,0.03338133263516165,64.57142857142858,0.384454659423318,0,0,0,0,0,0,0.007986951842884116
2024-08-20,0.0012376237623761277,0.04066954361187381,59.47712418300655,0.005594405594405594,0,0,0,0,0,0,-0.0033195989790981706
2024-08-21,-0.011124845488257096,0.04535073409461666,59.09090909090911,0.5922330097087378,0,0,0,0,0,0,-0.0068621543817366515
2024-08-22,0.09250000000000003,0.05819146870347602,85.49222797927463,7.812567949554251,0,0,0,1,0,0,0.014375273854865256
2024-08-23,-0.014874141876430325,0.06810727377966401,85.05154639175257,0.5729166666666666,0,0,1,0,0,0,-0.001545081490588296
2024-08-26,-0.010452961672473893,0.07479508196721307,81.09452736318408,0.31640668215510565,0,0,1,0,1,0,0.010682551832007725
2024-08-27,0.01291079812206597,0.08128736801933599,81.55339805825244,0.21158129175946547,0,0,0,0,0,0,0.004264076391175431
2024-08-28,0.0011587485515642815,0.09173731494369222,83.25123152709361,0.13219807304503697,1,0,1,0,0,0,-0.010131313628092276
2024-08-29,-0.0057870370370370905,0.08198577990310205,78.57142857142856,0.256978289765175,0,0,0,0,0,0,0.0055149798777760495
2024-08-30,0.033760186263096736,0.07853403141361266,81.24999999999999,0.8559201141226819,0,0,0,0,0,0,0.011397700695062074
2024-09-02,-0.022522522522522626,0.07295978254154574,71.77033492822963,0.18199233716475097,1,0,0,0,1,0,-0.014982249291600191
2024-09-03,0.003456221198156806,0.06545833078194839,73.20574162679422,0.11924636298592893,0,0,1,0,1,0,-0.0015375458783850604
2024-09-04,-0.02296211251435143,0.054653778345188204,63.981042654028386,2.702646600934094,1,0,0,0,0,0,-0.010232974020167873
2024-09-05,-0.009400705052878933,0.04353076133550686,60.930232558139494,0.3465829091302935,0,0,0,0,0,0,-0.000284399832706006
2024-09-09,0.0011862396204032066,0.027384098006245253,58.82352941176467,0.4153907602183464,0,0,0,0,0,0,-0.013286923926503547
2024-09-10,0.009478672985782088,0.017795294398662478,60.189573459715604,0.031936127744510975,1,0,0,0,1,0,0.0022725730954480383
2024-09-11,0.01525821596244148,0.011049067363668763,65.1162790697674,0.10892333472978634,1,0,0,0,1,0,-0.006683813327016175
2024-09-12,0.003468208092485492,0.009451795841209839,47.91666666666666,0.13233844854286922,0,0,0,0,0,0,0.009045534299780167
2024-09-13,0.00691244239631339,0.011875367430922878,54.744525547445264,0.2096317280453258,0,0,0,0,1,0,0.007715163588479568
2024-09-16,0.0,0.01427902621722845,58.59374999999998,0.1502673024129461,0,0,0,0,0,0,0.0031663064783635786
2024-09-17,0.017162471395881118,0.01811404275147067,59.848484848484794,0.06758742286218043,1,0,0,1,1,0,0.013660654642618564
2024-09-19,0.01237345331833506,0.02085747392815756,62.6760563380281,1.6108108108108108,1,0,1,0,1,0,0.01998418399288271
2024-09-20,0.0,0.022350230414746437,64.96350364963499,0.6954660960278186,0,0,1,0,1,0,0.013648624638594065
2024-09-23,0.03222222222222215,0.031754234855009895,64.96350364963494,1.145631067961165,0,0,0,0,0,0,-0.0004939766715532645
2024-09-24,0.032292787944026013,0.045394849540341564,80.9523809523809,4.61292897047087,0,0,0,0,0,0,0.041402949382223886
2024-09-25,-0.03649635036496346,0.049075916974694316,64.804469273743,3.5284167794316645,0,0,0,0,0,0,0.006766479899574351
2024-09-26,0.04220779220779236,0.05739327113372918,78.2828282828283,5.030880082346886,0,0,0,0,0,0,0.041572897025728306
2024-09-27,0.024922118380062086,0.06963162623539994,83.64485981308412,2.3682706595039433,0,0,0,0,0,0,0.03551928523460535
2024-09-30,0.023302938196555267,0.07867921376468624,85.16949152542374,3.697478991596639,1,0,0,0,1,0,0.02430531079499798
2024-10-02,0.07425742574257432,0.09473452302269217,88.44884488448847,1.2533211177278973,1,0,1,0,0,0,0.06199160415663063
2024-10-03,0.00691244239631339,0.11803269769592771,88.23529411764707,0.9138932910723719,1,0,0,0,1,0,-0.014709884783369431
2024-10-04,0.025171624713958618,0.13679916261842778,89.1304347826087,0.9805735430157262,1,0,0,0,1,0,0.0281884667999579
2024-10-07,0.0535714285714286,0.15779201941081827,90.69148936170214,6.501370386895277,1,0,1,0,1,0,0.015953023654483367
2024-10-08,-0.09745762711864414,0.15586142175647158,69.4501018329939,3.935240262763151,0,0,1,0,0,0,-0.09406401893872618
2024-10-09,-0.009389671361502261,0.13709615037516437,67.07818930041154,2.0381211071043883,1,0,1,0,1,0,-0.01384410096741906
2024-10-10,0.023696682464454888,0.1213333673131324,68.00000000000001,0.2059082687937671,0,0,1,0,0,0,0.029796470654563922
2024-10-14,-0.00462962962962965,0.10038074585844307,67.32673267326733,2.0056013041842577,0,0,0,0,0,0,-0.007486792039637535
2024-10-15,-0.020930232558139528,0.06475467172978912,62.38716148445337,0.3861003861003861,1,0,0,0,0,0,-0.03669585602978698
2024-10-16,-0.01187648456057011,0.05104063429137766,58.41995841995843,0.17317431792190818,1,0,0,0,1,0,-0.0015747129727717857
2024-10-17,0.02163461538461542,0.04278665586567499,64.7812166488794,0.27609590699927344,1,0,1,0,1,0,-0.010237439779765989
2024-10-18,0.05647058823529405,0.039219493253082396,66.29213483146066,1.4661724512336665,0,0,1,0,0,0,0.036100246269737735
2024-10-21,-0.00445434298440972,0.0365282547611616,63.868225292242315,0.6870793580356482,0,0,0,0,0,0,-0.01565951735130444
2024-10-22,-0.0022371364653244186,0.03781882145998244,61.66666666666667,0.04396259453820647,0,0,0,0,0,0,0.0010795147865116927
2024-10-23,0.053811659192825045,0.05119710533117178,60.344827586206904,0.9699223919030078,1,0,0,0,1,0,0.012741564743607992
2024-10-24,-0.014893617021276673,0.05917407700544722,57.30337078651684,0.4528549551520455,0,0,0,0,0,0,-0.013029589778076667
2024-10-25,0.030237580993520696,0.05897229566616864,58.011049723756926,0.34493034344036355,1,0,1,0,0,0,0.004911563467052682
2024-10-28,-0.014675052410901501,0.059222659896628026,49.39024390243902,0.21304503358639057,0,0,0,0,0,0,0.0004802802576562293
2024-10-29,0.014893617021276562,0.06338822467854731,70.39999999999999,0.18482010842779695,0,0,1,0,1,0,0.004941688080648321
2024-10-30,0.002096436058700135,0.05816554809843388,72.95081967213112,0.26530342426512715,1,0,1,0,1,0,-0.015482746993368601
2024-10-31,0.029288702928870425,0.06423649699933319,73.8095238095238,3.1131062001227745,1,0,0,0,1,0,-0.003011102548734157
2024-11-01,0.016260162601625883,0.06699039841077137,76.5151515151515,0.43278437380314055,0,0,0,0,0,0,0.009361178306113382
2024-11-04,-0.0040000000000000036,0.07342772472835032,80.79999999999995,0.2039550213260954,1,0,0,0,1,0,0.002978005303685638
2024-11-05,0.03614457831325302,0.08530857454942657,86.23188405797099,0.054947703282402276,0,0,0,0,0,0,0.021491085441203595
2024-11-06,-0.013565891472868241,0.08898029876596648,80.88235294117644,0.2171755502364411,0,0,0,0,0,0,-0.02229850374410014
2024-11-07,0.00982318271119853,0.087674169346195,77.77777777777773,0.47146401985111663,0,0,0,0,0,0,0.020994960077014513
2024-11-08,0.023346303501945664,0.08786078098472003,81.10236220472434,0.24995092586534057,0,0,1,0,0,0,-0.010732261955933908
2024-11-11,0.03041825095057038,0.09354026845637586,83.80281690140839,1.0835413302011452,1,0,0,0,1,0,-0.014254677973228658
2024-11-12,-0.023985239852398643,0.08668602239734549,72.51908396946558,2.3035522066738428,0,0,0,0,0,0,-0.028395518143555898
2024-11-13,0.015122873345935872,0.0846902201740911,78.03030303030299,0.5146618791143028,0,0,0,0,0,0,-0.0011854063309478802
2024-11-14,-0.03165735567970207,0.07667342799188658,65.9259259259259,0.05428513265929294,0,0,0,0,1,0,-0.019413919413919456
2024-11-15,0.0,0.06655925888631573,69.53124999999996,0.21367190524115506,0,0,0,0,1,0,-0.0004930892790436792
2024-11-18,0.0326923076923078,0.05498453248178815,71.73913043478257,0.5500121684108056,0,0,0,0,0,0,0.008027865813550195
2024-11-19,-0.020484171322160183,0.04544104544104533,66.2162162162162,0.6772720113403685,1,0,1,0,0,0,0.00444912426404076
2024-11-20,-0.011406844106463865,0.03359274948280954,59.99999999999997,0.6003591892585307,0,0,1,0,0,0,0.0020965908252004173
2024-11-21,0.0038461538461538325,0.028403525954946187,58.20895522388059,1.010204956693251,0,0,0,0,0,0,-0.0052599784886033785
2024-11-22,0.01724137931034475,0.027279812938425532,61.702127659574465,1.041225768221451,0,0,0,0,0,0,-0.01894421897680476
2024-11-25,-0.007532956685499026,0.017730840034880464,54.33070866141731,0.4983108108108108,0,0,0,0,0,0,-0.004106590171359503
2024-11-26,-0.03984819734345357,0.007149758454106368,48.936170212765965,1.547382635634284,0,0,0,1,0,0,0.0004244803905220085
2024-11-27,0.03952569169960474,0.00480861704173907,53.846153846153854,0.23642943305186973,1,0,0,0,0,1,0.023230440514615536
2024-11-28,-0.013307984790874583,0.0010551558752996185,47.682119205298015,0.19853462538406996,0,0,0,0,0,0,-0.011995734849831186
2024-11-29,-0.0077071290944122905,-0.006513409961685888,40.28776978417267,0.07317688619732526,0,0,0,0,0,0,0.002922924723446352
2024-12-02,0.03300970873786424,-0.007828909681115211,51.04895104895107,0.37895275892971453,0,0,0,0,0,0,0.00662093290887622
2024-12-03,0.022556390977443552,0.00399923824033519,52.380952380952365,0.12049737213177798,1,0,0,0,0,0,0.010036821475234659
2024-12-04,-0.00367647058823517,0.006929283341243512,58.33333333333334,0.26435143190358945,0,0,0,0,0,0,-0.00020579761274763797
2024-12-05,0.014760147601476037,0.015230347176236867,60.714285714285715,0.24704618689581095,0,0,0,0,0,0,-0.009218690269650387
2024-12-06,0.001818181818181941,0.02642506606266513,55.64516129032258,0.9502559390996194,0,0,0,0,0,0,0.015611319690741476
2024-12-09,0.05989110707803991,0.04192517390486941,69.86301369863014,0.7119831814996496,0,0,1,0,0,0,0.027601221525738184
2024-12-10,-0.011986301369862895,0.04959760434213,69.38775510204084,2.935808684707363,1,0,1,0,1,0,-0.005005118871573178
2024-12-11,-0.015597920277296451,0.05626574601101055,64.93506493506493,0.8471041232151452,0,0,0,0,0,0,-0.0076883502915284785
2024-12-12,0.0369718309859155,0.06397181531615061,67.46987951807229,0.5526770293609672,0,0,0,0,0,0,0.012010714594314242
2024-12-13,-0.005093378607809784,0.07040176925912262,67.87878787878788,2.6240936977133296,0,0,0,0,0,0,-0.02087602459016391
2024-12-16,-0.029010238907849928,0.06174200661521511,69.56521739130434,1.963837930579385,0,0,1,0,0,0,-0.008807499454981493
2024-12-17,-0.012302284710017486,0.052747252747252664,62.162162162162176,2.6749893945821466,0,0,0,0,0,1,-0.004794791712488422
2024-12-18,0.026690391459074814,0.05056026236676685,68.58974358974362,1.0506746626686656,0,0,1,0,0,0,0.008324493163602176
2024-12-19,0.005199306759098743,0.04177616674218409,70.96774193548389,2.9262380873684792,0,0,0,0,0,0,-0.005640223855516768
2024-12-20,0.02586206896551735,0.0390125236507796,70.58823529411767,0.16642250219748023,1,0,0,0,1,0,-0.0016164347327739526
2024-12-23,0.001680672268907557,0.0422636103151861,68.3098591549296,1.4877240294398562,0,0,0,0,0,0,0.008242445651373886
2024-12-24,0.038590604026845554,0.05203439411399703,73.61963190184049,0.19243986254295534,0,0,0,0,0,0,0.010817360330506176
2024-12-27,0.04038772213247177,0.06465479428019981,76.11111111111111,0.7898758941126123,0,0,0,0,0,0,-0.0003899367435948875
2024-12-30,0.009316770186335255,0.07684301821335646,76.75675675675677,1.6378381443883627,0,0,0,0,0,0,-0.0024416672686556895
2024-12-31,0.0030769230769231992,0.08374046455815556,72.0779220779221,0.15133547913490317,0,0,0,0,0,0,0.0009269182863598235
2025-01-02,-0.016871165644171904,0.08899456521739123,70.25316455696199,1.2853995378580256,1,0,0,0,1,0,-0.01904210678628271
2025-01-03,0.0608424336973481,0.09704499664204165,79.78723404255318,1.1369772298914982,1,0,0,0,1,0,0.006977018615216712
2025-01-06,0.010294117647058787,0.09811727627104584,78.16091954022988,1.2217872504953844,0,0,0,0,0,0,-0.003647443127719141
2025-01-07,-0.06259097525473067,0.08764710723397257,63.55140186915888,7.105354167321659,1,0,0,0,0,0,-0.012217354229762667
2025-01-08,-0.03881987577639767,0.07079139045748394,61.26126126126125,0.7898396217669417,1,0,1,0,1,0,-0.00863262238230611
2025-01-09,0.03392568659127626,0.06558044806517321,66.52542372881354,0.23333023053771448,1,0,1,0,0,0,-0.002011800561502519
2025-01-10,-0.009375000000000022,0.04573467401881284,62.55506607929513,0.147765536630815,1,0,0,0,1,0,-0.009176658192047937
2025-01-13,-0.023659305993690816,0.019462165872567317,58.158995815899566,0.48050387974416414,0,0,0,0,0,0,-0.009079452803546717
2025-01-14,0.02746365105008075,0.01303298471440068,58.506224066390025,0.08502567121226985,0,0,0,0,0,0,0.018309967057381416
2025-01-15,-0.0062893081761006275,0.013465854440525749,57.377049180327866,0.030618280505201628,1,0,0,0,0,0,0.0034456816130004064
2025-01-16,0.023734177215189778,0.009399394615262123,55.932203389830505,0.15871282443303847,1,0,1,0,1,0,0.012280885903222405
